YEAR,PERIODE,AIRCRAFT TYPE,FLIGHT NUMBER_CITYPAIR,SERVICE TYPE,SUB-SERVICE,ROUNDTRIPROUTE,FLIGHT ROUTE,AC REG,Region,QUARTER,GA Service,AIRCRAFT TYPE GROUPING
,,,GA4346.DPS-AMI.[DPS-AMI],,,,,,,,,
,,,GA4326.CGK-AMI.[CGK-AMI],,,,,,,,,
,,,GA4136.DPS-CGK.[DPS-CGK],,,,,,,,,
,,,GA1832.MES-CGK.[MES-CGK],,,,,,,,,
,,,GA2322.CGK-SRG.[CGK-SRG],,,,,,,,,
,,,GA2312.SRG-CGK.[SRG-CGK],,,,,,,,,
,,,GA1962.CGK-MES.[CGK-MES],,,,,,,,,
,,,GA1934.MES-CGK.[MES-CGK],,,,,,,,,
,,,GA2412.SRG-CGK.[SRG-CGK],,,,,,,,,
,,,GA2462.CGK-SRG.[CGK-SRG],,,,,,,,,
,,,GA6494.TTE-CGK.[TTE-CGK],,,,,,,,,
,,,GA1424.CGK-BTJ.[CGK-BTJ],,,,,,,,,
,,,GA1434.BTJ-CGK.[BTJ-CGK],,,,,,,,,
,,,GA6172.UPG-CGK.[UPG-CGK],,,,,,,,,
,,,GA1852.MES-CGK.[MES-CGK],,,,,,,,,
,,,GA6484.CGK-TTE.[CGK-TTE],,,,,,,,,
,,,GA4314.AMI-CGK.[AMI-CGK],,,,,,,,,
,,,GA1822.CGK-MES.[CGK-MES],,,,,,,,,
,,,GA0073.TKG-CGK.[TKG-TKG],,,,,,,,,
,,,GA0530.CGK-BDJ.[CGK-CGK],,,,,,,,,
,,,GA0608.CGK-UPG-PLW.[BPN-UPG],,,,,,,,,
,,,GA0608.CGK-UPG-PLW.[CGK-BPN],,,,,,,,,
,,,GA0648.CGK-TTE.[CGK-MDC],,,,,,,,,
,,,GA0648.CGK-TTE.[MDC-TTE],,,,,,,,,
,,,GA0649.TTE-CGK.[TTE-TTE],,,,,,,,,
,,,GA0842.DPS-SIN.[DPS-DPS],,,,,,,,,
,,,GA0871.ICN-DPS.[ICN-ICN],,,,,,,,,
,,,GA0193.MES-CGK.[MES-MES],,,,,,,,,
,,,GA1633.PDG-HLP.[PDG-HLP],,,,,,,,,
,,,GA0456.CGK-KOE.[CGK-KOE],,,,,,,,,
,,,GA0456.CGK-KOE.[CGK-CGK],,,,,,,,,
,,,GA2202.CGK-SOC.[CGK-SOC],,,,,,,,,
,,,GA0457.KOE-CGK.[KOE-CGK],,,,,,,,,
,,,GA1632.PDG-CGK.[PDG-CGK],,,,,,,,,
,,,GA0130.CGK-DJB.[CGK-DJB],,,,,,,,,
,,,GA0131.DJB-CGK.[DJB-CGK],,,,,,,,,
,,,GA2882.CGK-TNJ.[CGK-TNJ],,,,,,,,,
,,,GA8544.CGK-SIN.[CGK-SIN],,,,,,,,,
,,,GA8552.SIN-CGK.[SIN-CGK],,,,,,,,,
,,,GA3112.SUB-CGK.[SUB-CGK],,,,,,,,,
,,,GA2232.SOC-CGK.[SOC-CGK],,,,,,,,,
,,,GA3082.CGK-SUB.[CGK-SUB],,,,,,,,,
,,,GA6444.CGK-GTO.[CGK-GTO],,,,,,,,,
,,,GA1184.CGK-MES.[CGK-MES],,,,,,,,,
,,,GA8542.CGK-SIN.[CGK-SIN],,,,,,,,,
,,,GA1314.DJB-CGK.[DJB-CGK],,,,,,,,,
,,,GA1304.CGK-DJB.[CGK-DJB],,,,,,,,,
,,,GA1214.MES-CGK.[MES-CGK],,,,,,,,,
,,,GA0324.CGK-SUB.[CGK-SUB],,,,,,,,,
,,,GA5552.PKY-CGK.[PKY-CGK],,,,,,,,,
,,,GA4322.CGK-AMI.[CGK-AMI],,,,,,,,,
,,,GA0329.SUB-CGK.[SUB-CGK],,,,,,,,,
,,,GA0102.CGK-PLM.[CGK-CGK],,,,,,,,,
,,,GA0296.CGK-BKS.[CGK-CGK],,,,,,,,,
,,,GA0402.CGK-DPS.[CGK-CGK],,,,,,,,,
,,,GA0601.MDC-CGK.[MDC-MDC],,,,,,,,,
,,,GA0648.CGK-TTE.[CGK-CGK],,,,,,,,,
,,,GA0837.SIN-CGK.[SIN-SIN],,,,,,,,,
,,,GA0879.ICN-CGK.[ICN-ICN],,,,,,,,,
,,,GA0620.DPS-UPG.[BDJ-UPG],,,,,,,,,
,,,GA0620.DPS-UPG.[DPS-BDJ],,,,,,,,,
,,,GA0880.DPS-TYO.[DPS-DPS],,,,,,,,,
,,,GA0894.CGK-SHA.[CGK-CGK],,,,,,,,,
,,,GA0163.PDG-HLP.[PDG-HLP],,,,,,,,,
,,,GA0150.CGK-BTH.[CGK-CGK],,,,,,,,,
,,,GA0500.CGK-PNK.[CGK-CGK],,,,,,,,,
,,,GA0330.HLP-SUB.[HLP-SUB],,,,,,,,,
,,,GA0180.HLP-MES.[HLP-MES],,,,,,,,,
,,,GA0166.HLP-PDG.[HLP-PDG],,,,,,,,,
,,,GA0165.PDG-CGK.[PDG-CGK],,,,,,,,,
,,,GA0181.MES-HLP.[MES-HLP],,,,,,,,,
,,,GA0181.MES-HLP.[MES-SRG],,,,,,,,,
,,,GA0181.MES-HLP.[SRG-HLP],,,,,,,,,
,,,GA0331.SUB-HLP.[SUB-HLP],,,,,,,,,
,,,GA0661.UPG-TTE.[UPG-TTE],,,,,,,,,
,,,GA4225.DPS-CGK.[DPS-CGK],,,,,,,,,
,,,GA4084.DPS-CGK.[DPS-CGK],,,,,,,,,
,,,GA0480.BPN-DPS.[BPN-DPS],,,,,,,,,
,,,GA0467.BPN-UPG.[BPN-UPG],,,,,,,,,
,,,GA0466.UPG-BPN.[UPG-BPN],,,,,,,,,
,,,GA6434.GTO-UPG-CGK.[GTO-CGK],,,,,,,,,
,,,GA6434.GTO-UPG-CGK.[GTO-UPG],,,,,,,,,
,,,GA6434.GTO-UPG-CGK.[UPG-CGK],,,,,,,,,
,,,GA6204.DPS-UPG.[DPS-UPG],,,,,,,,,
,,,GA0481.DPS-BPN.[DPS-BPN],,,,,,,,,
,,,GA4324.CGK-AMI.[CGK-AMI],,,,,,,,,
,,,GA6894.UPG-MDC.[UPG-MDC],,,,,,,,,
,,,GA4074.CGK-DPS.[CGK-DPS],,,,,,,,,
,,,GA6214.UPG-DPS.[UPG-DPS],,,,,,,,,
,,,GA0660.TTE-UPG.[TTE-UPG],,,,,,,,,
,,,GA4390.KOE-CGK.[KOE-CGK],,,,,,,,,
,,,GA4544.CGK-LBJ.[CGK-LBJ],,,,,,,,,
,,,GA6424.CGK-UPG-GTO.[CGK-GTO],,,,,,,,,
,,,GA6424.CGK-UPG-GTO.[CGK-UPG],,,,,,,,,
,,,GA6424.CGK-UPG-GTO.[UPG-GTO],,,,,,,,,
,,,GA6884.MDC-UPG.[MDC-UPG],,,,,,,,,
,,,GA8284.CGK-SIN.[CGK-SIN],,,,,,,,,
,,,GA4554.LBJ-CGK.[LBJ-CGK],,,,,,,,,
,,,GA4380.CGK-KOE.[CGK-KOE],,,,,,,,,
,,,GA4337.AMI-CGK.[AMI-CGK],,,,,,,,,
,,,GA8294.SIN-CGK.[SIN-CGK],,,,,,,,,
,,,GA0252.YIA-DPS.[AMI-DPS],,,,,,,,,
,,,GA0252.YIA-DPS.[YIA-AMI],,,,,,,,,
,,,GA0327.SUB-CGK.[PLM-CGK],,,,,,,,,
,,,GA0327.SUB-CGK.[SUB-PLM],,,,,,,,,
,,,GA0342.SUB-DPS.[SUB-SUB],,,,,,,,,
,,,GA0410.CGK-DPS.[AMI-DPS],,,,,,,,,
,,,GA0410.CGK-DPS.[CGK-AMI],,,,,,,,,
,,,GA0415.DPS-CGK.[DPS-DPS],,,,,,,,,
,,,GA0422.CGK-DPS.[AMI-DPS],,,,,,,,,
,,,GA0422.CGK-DPS.[CGK-AMI],,,,,,,,,
,,,GA0430.CGK-AMI.[CGK-DPS],,,,,,,,,
,,,GA0430.CGK-AMI.[DPS-AMI],,,,,,,,,
,,,GA0866.CGK-BKK.[CGK-CGK],,,,,,,,,
,,,GA0190.CGK-MES.[CGK-PKU],,,,,,,,,
,,,GA0190.CGK-MES.[PKU-MES],,,,,,,,,
,,,GA0561.BPN-CGK.[BPN-BPN],,,,,,,,,
,,,GA0330.HLP-SUB.[HLP-HLP],,,,,,,,,
,,,GA0979.JED-CGK.[JED-CGK],,,,,,,,,
,,,GA0839.SIN-CGK.[SIN-CGK],,,,,,,,,
,,,GA0839.SIN-CGK.[SIN-SIN],,,,,,,,,
,,,GA7134.SYD-CGK.[SYD-CGK],,,,,,,,,
,,,GA0838.CGK-SIN.[CGK-SIN],,,,,,,,,
,,,GA0978.CGK-JED.[CGK-JED],,,,,,,,,
,,,GA0825.SIN-CGK.[SIN-CGK],,,,,,,,,
,,,GA0824.CGK-SIN.[CGK-SIN],,,,,,,,,
,,,GA2824.CGK-SRG.[CGK-SRG],,,,,,,,,
,,,GA4364.CGK-AMI.[CGK-AMI],,,,,,,,,
,,,GA2854.SRG-CGK.[SRG-CGK],,,,,,,,,
,,,GA4374.AMI-CGK.[AMI-CGK],,,,,,,,,
,,,GA4552.PKY-CGK.[PKY-CGK],,,,,,,,,
,,,GA4542.CGK-PKY.[CGK-PKY],,,,,,,,,
,,,GA4002.CGK-DPS.[CGK-DPS],,,,,,,,,
,,,GA4252.DPS-CGK.[DPS-CGK],,,,,,,,,
,,,GA1384.CGK-PGK.[CGK-PGK],,,,,,,,,
,,,GA1394.PGK-CGK.[PGK-CGK],,,,,,,,,
,,,GA3244.SUB-DPS.[SUB-DPS],,,,,,,,,
,,,GA4152.DPS-CGK.[DPS-CGK],,,,,,,,,
,,,GA4134.DPS-CGK.[DPS-CGK],,,,,,,,,
,,,GA0245.SRG-CGK.[SRG-SRG],,,,,,,,,
,,,GA0320.CGK-SUB.[CGK-DPS],,,,,,,,,
,,,GA0320.CGK-SUB.[DPS-SUB],,,,,,,,,
,,,GA0326.CGK-SUB.[CGK-SRG],,,,,,,,,
,,,GA0326.CGK-SUB.[SRG-SUB],,,,,,,,,
,,,GA0327.SUB-CGK.[SUB-SUB],,,,,,,,,
,,,GA0402.CGK-DPS.[CGK-SUB],,,,,,,,,
,,,GA0402.CGK-DPS.[SUB-DPS],,,,,,,,,
,,,GA0422.CGK-DPS.[CGK-SUB],,,,,,,,,
,,,GA0422.CGK-DPS.[SUB-DPS],,,,,,,,,
,,,GA0430.CGK-AMI.[CGK-SUB],,,,,,,,,
,,,GA0430.CGK-AMI.[SUB-AMI],,,,,,,,,
,,,GA0452.CGK-LBJ.[AMI-LBJ],,,,,,,,,
,,,GA0452.CGK-LBJ.[CGK-AMI],,,,,,,,,
,,,GA0533.BDJ-CGK.[BDJ-BDJ],,,,,,,,,
,,,GA0682.CGK-SOQ.[CGK-CGK],,,,,,,,,
,,,GA0981.JED-CGK.[JED-JED],,,,,,,,,
,,,GA0719.MEL-DPS.[MEL-SUB],,,,,,,,,
,,,GA0719.MEL-DPS.[SUB-DPS],,,,,,,,,
,,,GA0719.MEL-DPS.[SUB-SUB],,,,,,,,,
,,,GA0532.CGK-BDJ.[CGK-CGK],,,,,,,,,
,,,GA0134.CGK-DJB.[CGK-CGK],,,,,,,,,
,,,GA0555.PKY-CGK.[PKY-PKY],,,,,,,,,
,,,GA0331.SUB-HLP.[SUB-SUB],,,,,,,,,
,,,GA0984.CGK-JED.[CGK-JED],,,,,,,,,
,,,GA0985.JED-CGK.[JED-CGK],,,,,,,,,
,,,GA0990.CGK-JED.[CGK-CGK],,,,,,,,,
,,,GA4202.CGK-DPS.[CGK-DPS],,,,,,,,,
,,,GA4222.CGK-DPS.[CGK-DPS],,,,,,,,,
,,,GA6454.GTO-CGK.[GTO-CGK],,,,,,,,,
,,,GA4072.DPS-CGK.[DPS-PLM],,,,,,,,,
,,,GA4072.DPS-CGK.[PLM-CGK],,,,,,,,,
,,,GA4072.DPS-CGK.[DPS-DPS],,,,,,,,,
,,,GA7172.MEL-CGK.[MEL-CGK],,,,,,,,,
,,,GA0290.CGK-MLG.[CGK-SUB],,,,,,,,,
,,,GA0290.CGK-MLG.[SUB-MLG],,,,,,,,,
,,,GA8394.SIN-CGK.[SIN-CGK],,,,,,,,,
,,,GA1084.CGK-PLM.[CGK-PLM],,,,,,,,,
,,,GA1694.PDG-CGK.[PDG-CGK],,,,,,,,,
,,,GA4092.DPS-CGK.[DPS-CGK],,,,,,,,,
,,,GA1654.PDG-CGK.[PDG-CGK],,,,,,,,,
,,,GA6044.CGK-UPG-KDI.[CGK-KDI],,,,,,,,,
,,,GA6044.CGK-UPG-KDI.[CGK-UPG],,,,,,,,,
,,,GA6044.CGK-UPG-KDI.[UPG-KDI],,,,,,,,,
,,,GA1644.CGK-PDG.[CGK-PDG],,,,,,,,,
,,,GA2884.CGK-TNJ.[CGK-TNJ],,,,,,,,,
,,,GA6054.KDI-UPG-CGK.[KDI-CGK],,,,,,,,,
,,,GA6054.KDI-UPG-CGK.[KDI-UPG],,,,,,,,,
,,,GA6054.KDI-UPG-CGK.[UPG-CGK],,,,,,,,,
,,,GA8384.CGK-SIN.[CGK-SIN],,,,,,,,,
,,,GA4312.AMI-CGK.[AMI-CGK],,,,,,,,,
,,,GA7162.CGK-MEL.[CGK-MEL],,,,,,,,,
,,,GA5322.CGK-BDJ.[CGK-BDJ],,,,,,,,,
,,,GA3122.CGK-SUB.[CGK-SUB],,,,,,,,,
,,,GA1794.PKU-CGK.[PKU-CGK],,,,,,,,,
,,,GA5372.BDJ-CGK.[BDJ-CGK],,,,,,,,,
,,,GA3174.SUB-CGK.[SUB-CGK],,,,,,,,,
,,,GA0301.SUB-CGK.[SUB-CGK],,,,,,,,,
,,,GA8542.SUB-SIN.[SUB-SIN],,,,,,,,,
,,,GA1134.PLM-CGK.[PLM-CGK],,,,,,,,,
,,,GA8552.SIN-SUB.[SIN-SUB],,,,,,,,,
,,,GA1764.CGK-PKU.[CGK-PKU],,,,,,,,,
,,,GA4102.CGK-DPS.[CGK-DPS],,,,,,,,,
,,,GA8604.CGK-HKG.[CGK-HKG],,,,,,,,,
,,,GA7124.CGK-SYD.[CGK-SYD],,,,,,,,,
,,,GA2894.TNJ-CGK.[TNJ-CGK],,,,,,,,,
,,,GA3052.SUB-CGK.[SUB-CGK],,,,,,,,,
,,,GA0121.MES-CGK.[MES-HLP],,,,,,,,,
,,,GA0121.MES-CGK.[HLP-CGK],,,,,,,,,
,,,GA0228.CGK-SOC.[CGK-SRG],,,,,,,,,
,,,GA0228.CGK-SOC.[SRG-SOC],,,,,,,,,
,,,GA0403.DPS-CGK.[DPS-SRG],,,,,,,,,
,,,GA0403.DPS-CGK.[SRG-CGK],,,,,,,,,
,,,GA0409.DPS-CGK.[DPS-DPS],,,,,,,,,
,,,GA0504.CGK-PNK.[BTH-PNK],,,,,,,,,
,,,GA0504.CGK-PNK.[CGK-BTH],,,,,,,,,
,,,GA0536.CGK-BDJ.[CGK-UPG],,,,,,,,,
,,,GA0536.CGK-BDJ.[UPG-BDJ],,,,,,,,,
,,,GA0604.CGK-UPG-KDI.[UPG-UPG],,,,,,,,,
,,,GA0207.YIA-CGK.[YIA-YIA],,,,,,,,,
,,,GA0119.PLM-CGK.[PLM-SRG],,,,,,,,,
,,,GA0119.PLM-CGK.[SRG-CGK],,,,,,,,,
,,,GA0870.DPS-ICN.[DPS-CJU],,,,,,,,,
,,,GA0870.DPS-ICN.[CJU-ICN],,,,,,,,,
,,,GA0206.CGK-YIA.[CGK-CGK],,,,,,,,,
,,,GA0823.SIN-CGK.[SIN-SIN],,,,,,,,,
,,,GA0135.DJB-CGK.[DJB-DJB],,,,,,,,,
,,,GA0135.DJB-CGK.[DJB-TKG],,,,,,,,,
,,,GA0135.DJB-CGK.[TKG-CGK],,,,,,,,,
,,,GA0665.DJJ-CGK.[DJJ-DJJ],,,,,,,,,
,,,GA0435.AMI-CGK.[AMI-PLM],,,,,,,,,
,,,GA0435.AMI-CGK.[PLM-CGK],,,,,,,,,
,,,GA0203.YIA-CGK.[YIA-YIA],,,,,,,,,
,,,GA0615.UPG-CGK.[SRG-CGK],,,,,,,,,
,,,GA0615.UPG-CGK.[UPG-SRG],,,,,,,,,
,,,GA0330.HLP-SUB.[SRG-SUB],,,,,,,,,
,,,GA0330.HLP-SUB.[HLP-SRG],,,,,,,,,
,,,GA1872.MES-CGK.[MES-CGK],,,,,,,,,
,,,GA2524.YIA-DPS.[YIA-DPS],,,,,,,,,
,,,GA4042.CGK-DPS.[CGK-DPS],,,,,,,,,
,,,GA2534.DPS-YIA.[DPS-YIA],,,,,,,,,
,,,GA4212.DPS-CGK.[DPS-CGK],,,,,,,,,
,,,GA4272.DPS-CGK.[DPS-CGK],,,,,,,,,
,,,GA7302.TKG-CGK.[TKG-CGK],,,,,,,,,
,,,GA3024.CGK-SUB.[CGK-SUB],,,,,,,,,
,,,GA3034.SUB-CGK.[SUB-CGK],,,,,,,,,
,,,GA4242.CGK-DPS.[CGK-DPS],,,,,,,,,
,,,GA6122.CGK-UPG.[CGK-UPG],,,,,,,,,
,,,GA6154.UPG-DPS.[UPG-DPS],,,,,,,,,
,,,GA1842.CGK-MES.[CGK-MES],,,,,,,,,
,,,GA6832.SOQ-CGK.[SOQ-CGK],,,,,,,,,
,,,GA6152.UPG-CGK.[UPG-CGK],,,,,,,,,
,,,GA4192.DPS-CGK.[DPS-CGK],,,,,,,,,
,,,GA7202.CGK-TKG.[CGK-TKG],,,,,,,,,
,,,GA4182.CGK-DPS.[CGK-DPS],,,,,,,,,
,,,GA6164.DPS-UPG.[DPS-UPG],,,,,,,,,
,,,GA2288.CGK-SOC.[CGK-SOC],,,,,,,,,
,,,GA2288.CGK-SOC.[CGK-YIA],,,,,,,,,
,,,GA2288.CGK-SOC.[YIA-SOC],,,,,,,,,
,,,GA0349.DPS-SUB.[DPS-SRG],,,,,,,,,
,,,GA0349.DPS-SUB.[SRG-SUB],,,,,,,,,
,,,GA0530.CGK-BDJ.[BPN-BDJ],,,,,,,,,
,,,GA0530.CGK-BDJ.[CGK-BPN],,,,,,,,,
,,,GA0575.BPN-CGK.[BPN-PLM],,,,,,,,,
,,,GA0575.BPN-CGK.[PLM-CGK],,,,,,,,,
,,,GA0605.KDI-UPG-CGK.[KDI-KDI],,,,,,,,,
,,,GA0623.PLW-CGK.[PLW-PLW],,,,,,,,,
,,,GA0640.CGK-UPG.[CGK-KDI],,,,,,,,,
,,,GA0640.CGK-UPG.[KDI-UPG],,,,,,,,,
,,,GA0657.DJJ-CGK.[DJJ-DJJ],,,,,,,,,
,,,GA0426.CGK-DPS.[CGK-SUB],,,,,,,,,
,,,GA0426.CGK-DPS.[SUB-DPS],,,,,,,,,
,,,GA0180.HLP-MES.[HLP-HLP],,,,,,,,,
,,,GA0331.SUB-HLP.[CGK-HLP],,,,,,,,,
,,,GA0331.SUB-HLP.[SUB-CGK],,,,,,,,,
,,,GA3224.CGK-SUB.[CGK-SUB],,,,,,,,,
,,,GA4034.DPS-CGK.[DPS-CGK],,,,,,,,,
,,,GA8602.CGK-HKG.[CGK-HKG],,,,,,,,,
,,,GA7034.TKG-CGK.[TKG-CGK],,,,,,,,,
,,,GA9816.JED-CGK.[JED-CGK],,,,,,,,,
,,,GA3274.SUB-CGK.[SUB-CGK],,,,,,,,,
,,,GA7024.CGK-TKG.[CGK-TKG],,,,,,,,,
,,,GA0137.PGK-CGK.[PGK-PGK],,,,,,,,,
,,,GA0212.CGK-YIA.[CGK-CGK],,,,,,,,,
,,,GA0312.CGK-SUB.[CGK-CGK],,,,,,,,,
,,,GA0608.CGK-UPG-PLW.[UPG-UPG],,,,,,,,,
,,,GA0842.DPS-SIN.[BTH-SIN],,,,,,,,,
,,,GA0842.DPS-SIN.[DPS-BTH],,,,,,,,,
,,,GA0875.HND-CGK.[HND-HND],,,,,,,,,
,,,GA0881.TYO-DPS.[TYO-TYO],,,,,,,,,
,,,GA0563.BPN-CGK.[BPN-BPN],,,,,,,,,
,,,GA0223.SOC-CGK.[SOC-SOC],,,,,,,,,
,,,GA0969.MED-CGK.[MED-MED],,,,,,,,,
,,,GA0330.HLP-SUB.[DPS-SUB],,,,,,,,,
,,,GA0330.HLP-SUB.[HLP-DPS],,,,,,,,,
,,,GA0301.SUB-CGK.[SUB-SUB],,,,,,,,,
,,,GA4822.CGK-DPS.[CGK-DPS],,,,,,,,,
,,,GA0106.CGK-PLM.[CGK-PLM],,,,,,,,,
,,,GA0495.DPS-CGK.[DPS-CGK],,,,,,,,,
,,,GA0111.PLM-CGK.[PLM-CGK],,,,,,,,,
,,,GA1460.CGK-BTJ.[CGK-BTJ],,,,,,,,,
,,,GA1470.BTJ-CGK.[BTJ-CGK],,,,,,,,,
,,,GA2042.CGK-YIA.[CGK-YIA],,,,,,,,,
,,,GA2052.YIA-CGK.[YIA-CGK],,,,,,,,,
,,,GA2314.SRG-CGK.[SRG-CGK],,,,,,,,,
,,,GA1906.CGK-MES.[CGK-MES],,,,,,,,,
,,,GA1937.MES-CGK.[MES-CGK],,,,,,,,,
,,,GA5302.CGK-BDJ.[CGK-BDJ],,,,,,,,,
,,,GA5352.BDJ-CGK.[BDJ-CGK],,,,,,,,,
,,,GA1722.CGK-PKU.[CGK-PKU],,,,,,,,,
,,,GA1752.PKU-CGK.[PKU-CGK],,,,,,,,,
,,,GA7442.CGK-TKG.[CGK-TKG],,,,,,,,,
,,,GA7542.TKG-CGK.[TKG-CGK],,,,,,,,,
,,,GA6862.DPS-SOQ.[DPS-SOQ],,,,,,,,,
,,,GA6872.SOQ-DPS.[SOQ-DPS],,,,,,,,,
,,,GA1362.CGK-PGK.[CGK-PGK],,,,,,,,,
,,,GA1372.PGK-CGK.[PGK-CGK],,,,,,,,,
,,,GA1382.CGK-PGK.[CGK-PGK],,,,,,,,,
,,,GA1392.PGK-CGK.[PGK-CGK],,,,,,,,,
,,,GA1542.CGK-BTH.[CGK-BTH],,,,,,,,,
,,,GA1572.BTH-CGK.[BTH-CGK],,,,,,,,,
,,,GA4282.CGK-DPS.[CGK-DPS],,,,,,,,,
,,,GA4832.DPS-CGK.[DPS-CGK],,,,,,,,,
,,,GA4682.CGK-DPS.[CGK-DPS],,,,,,,,,
,,,GA6001.CGK-UPG.[CGK-UPG],,,,,,,,,
,,,GA2464.CGK-SRG.[CGK-SRG],,,,,,,,,
,,,GA2222.CGK-SOC.[CGK-SOC],,,,,,,,,
,,,GA2252.SOC-CGK.[SOC-CGK],,,,,,,,,
,,,GA7544.TKG-CGK.[TKG-CGK],,,,,,,,,
,,,GA2962.CGK-BKS.[CGK-BKS],,,,,,,,,
,,,GA2972.BKS-CGK.[BKS-CGK],,,,,,,,,
,,,GA5042.CGK-PNK.[CGK-PNK],,,,,,,,,
,,,GA5092.PNK-CGK.[PNK-CGK],,,,,,,,,
,,,GA6442.CGK-GTO.[CGK-GTO],,,,,,,,,
,,,GA6452.GTO-CGK.[GTO-CGK],,,,,,,,,
,,,GA5602.CGK-BPN.[CGK-BPN],,,,,,,,,
,,,GA5632.BPN-CGK.[BPN-CGK],,,,,,,,,
,,,GA1482.CGK-PDG.[CGK-PDG],,,,,,,,,
,,,GA1492.PDG-CGK.[PDG-CGK],,,,,,,,,
,,,GA2062.CGK-YIA.[CGK-YIA],,,,,,,,,
,,,GA2072.YIA-CGK.[YIA-CGK],,,,,,,,,
,,,GA7444.CGK-TKG.[CGK-TKG],,,,,,,,,
,,,GA0992.CGK-JED.[CGK-JED],,,,,,,,,
,,,GA0993.JED-CGK.[JED-CGK],,,,,,,,,
,,,GA4292.DPS-CGK.[DPS-CGK],,,,,,,,,
,,,GA4952.DPS-CGK.[DPS-CGK],,,,,,,,,
,,,GA1564.CGK-BTH.[CGK-BTH],,,,,,,,,
,,,GA1594.BTH-CGK.[BTH-CGK],,,,,,,,,
,,,GA0175.PKU-CGK.[PKU-PKU],,,,,,,,,
,,,GA0401.DPS-CGK.[DPS-DPS],,,,,,,,,
,,,GA0410.CGK-DPS.[CGK-CGK],,,,,,,,,
,,,GA0867.BKK-CGK.[BKK-PLM],,,,,,,,,
,,,GA0867.BKK-CGK.[PLM-CGK],,,,,,,,,
,,,GA0187.MES-CGK.[MES-MES],,,,,,,,,
,,,GA0895.SHA-CGK.[SHA-SHA],,,,,,,,,
,,,GA0140.CGK-BTJ.[CGK-CGK],,,,,,,,,
,,,GA0313.SUB-CGK.[SUB-SUB],,,,,,,,,
,,,GA0421.DPS-CGK.[DPS-PLM],,,,,,,,,
,,,GA0421.DPS-CGK.[PLM-CGK],,,,,,,,,
,,,GA0635.DJJ-TIM.[DJJ-DJJ],,,,,,,,,
,,,GA0324.CGK-SUB.[CGK-DPS],,,,,,,,,
,,,GA0324.CGK-SUB.[DPS-SUB],,,,,,,,,
,,,GA8710.ICN-DPS.[ICN-DPS],,,,,,,,,
,,,GA4001.CGK-AMI.[CGK-AMI],,,,,,,,,
,,,GA0428.CGK-DPS.[CGK-DPS],,,,,,,,,
,,,GA4004.CGK-DPS.[CGK-DPS],,,,,,,,,
,,,GA3042.CGK-SUB.[CGK-SUB],,,,,,,,,
,,,GA6041.CGK-UPG.[CGK-UPG],,,,,,,,,
,,,GA0830.CGK-SIN.[CGK-SIN],,,,,,,,,
,,,GA1800.CGK-MES.[CGK-MES],,,,,,,,,
,,,GA6004.CGK-UPG.[CGK-UPG],,,,,,,,,
,,,GA4022.CGK-DPS.[CGK-DPS],,,,,,,,,
,,,GA4344.AMI-CGK.[AMI-CGK],,,,,,,,,
