AC REG,PERIODE,AIRCRAFT TYPE,SERVICE TYPE,ROUNDTRIPROUTE,FLIGHT ROUTE
PKGUE,FEB,AC73G,DOM,CGK-DPS-CGK,CGK-DPS
PKGMM,FEB,AC738,DOM,CGK-YIA-CGK,CGK-YIA
PKGIC,FEB,AC777,INT,CGK-MED-JED-CGK,JED-CGK
PKGIC,FEB,AC777,INT,CGK-MED-JED-CGK,MED-JED
PKGMU,MAR,AC738,DOM,CGK-TKG-CGK,CGK-TKG
PKGMP,MAR,AC738,DOM,CGK-TKG-CGK,CGK-TKG
PKGNE,MAR,AC738,DOM,CGK-TKG-CGK,CGK-TKG
PKGMA,MAR,AC738,DOM,CGK-TKG-CGK,CGK-TKG
PKGFD,MAR,AC738,DOM,CGK-TKG-CGK,CGK-TKG
PKGMY,MAR,AC738,DOM,CGK-TKG-CGK,CGK-TKG
PKGFV,MAR,AC738,DOM,CGK-TKG-CGK,CGK-TKG
PKGFG,MAR,AC738,DOM,CGK-TKG-CGK,CGK-TKG
PKGUD,MAR,AC73G,DOM,CGK-TKG-CGK,CGK-TKG
PKGFH,MAR,AC738,DOM,CGK-TKG-CGK,CGK-TKG
PKGMD,MAR,AC738,DOM,CGK-TKG-CGK,CGK-TKG
PKGMX,MAR,AC738,DOM,CGK-TKG-CGK,CGK-TKG
PKGFM,MAR,AC738,DOM,CGK-TKG-CGK,CGK-TKG
PKGFJ,MAR,AC738,DOM,CGK-TKG-CGK,CGK-TKG
PKGFI,MAR,AC738,DOM,CGK-TKG-CGK,CGK-TKG
PKGMM,MAR,AC738,DOM,CGK-TKG-CGK,CGK-TKG
PKGFS,MAR,AC738,DOM,CGK-TKG-CGK,CGK-TKG
PKGFP,MAR,AC738,DOM,CGK-TKG-CGK,CGK-TKG
PKGNN,MAR,AC738,DOM,CGK-TKG-CGK,CGK-TKG
PKGFF,MAR,AC738,DOM,CGK-TKG-CGK,CGK-TKG
PKGMU,MAR,AC738,DOM,CGK-TKG-CGK,TKG-CGK
PKGFH,MAR,AC738,DOM,CGK-TKG-CGK,TKG-CGK
PKGFG,MAR,AC738,DOM,CGK-TKG-CGK,TKG-CGK
PKGFS,MAR,AC738,DOM,CGK-TKG-CGK,TKG-CGK
PKGMX,MAR,AC738,DOM,CGK-TKG-CGK,TKG-CGK
PKGUD,MAR,AC73G,DOM,CGK-TKG-CGK,TKG-CGK
PKGMY,MAR,AC738,DOM,CGK-TKG-CGK,TKG-CGK
PKGFP,MAR,AC738,DOM,CGK-TKG-CGK,TKG-CGK
PKGMM,MAR,AC738,DOM,CGK-TKG-CGK,TKG-CGK
PKGFF,MAR,AC738,DOM,CGK-TKG-CGK,TKG-CGK
PKGFI,MAR,AC738,DOM,CGK-TKG-CGK,TKG-CGK
PKGNE,MAR,AC738,DOM,CGK-TKG-CGK,TKG-CGK
PKGNA,MAR,AC738,DOM,CGK-TKG-CGK,TKG-CGK
PKGMA,MAR,AC738,DOM,CGK-TKG-CGK,TKG-CGK
PKGMP,MAR,AC738,DOM,CGK-TKG-CGK,TKG-CGK
PKGNN,MAR,AC738,DOM,CGK-TKG-CGK,TKG-CGK
PKGFJ,MAR,AC738,DOM,CGK-TKG-CGK,TKG-CGK
PKGFV,MAR,AC738,DOM,CGK-TKG-CGK,TKG-CGK
PKGMD,MAR,AC738,DOM,CGK-TKG-CGK,TKG-CGK
PKGFD,MAR,AC738,DOM,CGK-TKG-CGK,TKG-CGK
PKGFM,MAR,AC738,DOM,CGK-TKG-CGK,TKG-CGK
PKGIG,MAR,AC773,INT,CGK-AMS-CGK,CGK-AMS
PKGIF,MAR,AC773,INT,CGK-AMS-CGK,CGK-AMS
PKGIG,MAR,AC773,INT,CGK-AMS-CGK,AMS-CGK
PKGIF,MAR,AC773,INT,CGK-AMS-CGK,AMS-CGK
PKGFI,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGMA,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGFP,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGUE,MAR,AC73G,DOM,CGK-PLM-CGK,CGK-PLM
PKGUD,MAR,AC73G,DOM,CGK-PLM-CGK,CGK-PLM
PKGMD,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGMU,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGMI,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGNC,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGFW,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGMV,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGFQ,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGUC,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGFM,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGNN,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGNG,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGMF,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGFI,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGMA,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGFP,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGUE,MAR,AC73G,DOM,CGK-PLM-CGK,PLM-CGK
PKGUD,MAR,AC73G,DOM,CGK-PLM-CGK,PLM-CGK
PKGMD,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGMU,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGMI,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGNC,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGFW,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGMV,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGFQ,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGUC,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGFM,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGNN,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGNG,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGMF,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGNA,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGFH,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGFU,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGMY,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGMM,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGFJ,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGFX,MAR,AC738,DOM,CGK-PLM-CGK,CGK-PLM
PKGNA,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGFH,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGFU,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGMY,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGMM,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGFJ,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGFX,MAR,AC738,DOM,CGK-PLM-CGK,PLM-CGK
PKGMX,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGFS,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGFG,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGNH,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGMI,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGNR,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGMA,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGNA,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGNN,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGFF,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGMV,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGMY,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGFD,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGFJ,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGPT,MAR,AC330,DOM,CGK-MES-CGK,CGK-MES
PKGMF,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGFX,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGMU,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGUD,MAR,AC73G,DOM,CGK-MES-CGK,CGK-MES
PKGMC,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGFM,MAR,AC738,DOM,CGK-MES-CGK,CGK-MES
PKGMX,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGFS,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGFG,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGNH,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGMI,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGNR,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGMA,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGNA,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGNN,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGFF,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGMV,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGMY,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGFD,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGFJ,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGPT,MAR,AC330,DOM,CGK-MES-CGK,MES-CGK
PKGMF,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGFX,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGMU,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGUD,MAR,AC73G,DOM,CGK-MES-CGK,MES-CGK
PKGMC,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGFM,MAR,AC738,DOM,CGK-MES-CGK,MES-CGK
PKGUC,MAR,AC738,DOM,CGK-DJB-CGK,CGK-DJB
PKGFH,MAR,AC738,DOM,CGK-DJB-CGK,CGK-DJB
PKGFG,MAR,AC738,DOM,CGK-DJB-CGK,CGK-DJB
PKGFJ,MAR,AC738,DOM,CGK-DJB-CGK,CGK-DJB
PKGMX,MAR,AC738,DOM,CGK-DJB-CGK,CGK-DJB
PKGFX,MAR,AC738,DOM,CGK-DJB-CGK,CGK-DJB
PKGNC,MAR,AC738,DOM,CGK-DJB-CGK,CGK-DJB
PKGMC,MAR,AC738,DOM,CGK-DJB-CGK,CGK-DJB
PKGFM,MAR,AC738,DOM,CGK-DJB-CGK,CGK-DJB
PKGNR,MAR,AC738,DOM,CGK-DJB-CGK,CGK-DJB
PKGFD,MAR,AC738,DOM,CGK-DJB-CGK,CGK-DJB
PKGUD,MAR,AC73G,DOM,CGK-DJB-CGK,CGK-DJB
PKGNH,MAR,AC738,DOM,CGK-DJB-CGK,CGK-DJB
PKGMU,MAR,AC738,DOM,CGK-DJB-CGK,CGK-DJB
PKGFU,MAR,AC738,DOM,CGK-DJB-CGK,CGK-DJB
PKGNE,MAR,AC738,DOM,CGK-DJB-CGK,CGK-DJB
PKGMV,MAR,AC738,DOM,CGK-DJB-CGK,CGK-DJB
PKGFW,MAR,AC738,DOM,CGK-DJB-CGK,CGK-DJB
PKGMI,MAR,AC738,DOM,CGK-DJB-CGK,CGK-DJB
PKGUC,MAR,AC738,DOM,CGK-DJB-CGK,DJB-CGK
PKGFH,MAR,AC738,DOM,CGK-DJB-CGK,DJB-CGK
PKGFG,MAR,AC738,DOM,CGK-DJB-CGK,DJB-CGK
PKGFJ,MAR,AC738,DOM,CGK-DJB-CGK,DJB-CGK
PKGMX,MAR,AC738,DOM,CGK-DJB-CGK,DJB-CGK
PKGFX,MAR,AC738,DOM,CGK-DJB-CGK,DJB-CGK
PKGNC,MAR,AC738,DOM,CGK-DJB-CGK,DJB-CGK
PKGMC,MAR,AC738,DOM,CGK-DJB-CGK,DJB-CGK
PKGFM,MAR,AC738,DOM,CGK-DJB-CGK,DJB-CGK
PKGNR,MAR,AC738,DOM,CGK-DJB-CGK,DJB-CGK
PKGFD,MAR,AC738,DOM,CGK-DJB-CGK,DJB-CGK
PKGUD,MAR,AC73G,DOM,CGK-DJB-CGK,DJB-CGK
PKGNH,MAR,AC738,DOM,CGK-DJB-CGK,DJB-CGK
PKGMU,MAR,AC738,DOM,CGK-DJB-CGK,DJB-CGK
PKGFU,MAR,AC738,DOM,CGK-DJB-CGK,DJB-CGK
PKGNE,MAR,AC738,DOM,CGK-DJB-CGK,DJB-CGK
PKGMV,MAR,AC738,DOM,CGK-DJB-CGK,DJB-CGK
PKGFW,MAR,AC738,DOM,CGK-DJB-CGK,DJB-CGK
PKGMI,MAR,AC738,DOM,CGK-DJB-CGK,DJB-CGK
PKGNA,MAR,AC738,DOM,CGK-PGK-CGK,CGK-PGK
PKGNC,MAR,AC738,DOM,CGK-PGK-CGK,CGK-PGK
PKGMV,MAR,AC738,DOM,CGK-PGK-CGK,CGK-PGK
PKGMY,MAR,AC738,DOM,CGK-PGK-CGK,CGK-PGK
PKGMC,MAR,AC738,DOM,CGK-PGK-CGK,CGK-PGK
PKGFJ,MAR,AC738,DOM,CGK-PGK-CGK,CGK-PGK
PKGFU,MAR,AC738,DOM,CGK-PGK-CGK,CGK-PGK
PKGFD,MAR,AC738,DOM,CGK-PGK-CGK,CGK-PGK
PKGFQ,MAR,AC738,DOM,CGK-PGK-CGK,CGK-PGK
PKGMM,MAR,AC738,DOM,CGK-PGK-CGK,CGK-PGK
PKGMF,MAR,AC738,DOM,CGK-PGK-CGK,CGK-PGK
PKGNG,MAR,AC738,DOM,CGK-PGK-CGK,CGK-PGK
PKGFP,MAR,AC738,DOM,CGK-PGK-CGK,CGK-PGK
PKGMU,MAR,AC738,DOM,CGK-PGK-CGK,CGK-PGK
PKGFF,MAR,AC738,DOM,CGK-PGK-CGK,CGK-PGK
PKGUD,MAR,AC73G,DOM,CGK-PGK-CGK,CGK-PGK
PKGUC,MAR,AC738,DOM,CGK-PGK-CGK,CGK-PGK
PKGNE,MAR,AC738,DOM,CGK-PGK-CGK,CGK-PGK
PKGFV,MAR,AC738,DOM,CGK-PGK-CGK,CGK-PGK
PKGFM,MAR,AC738,DOM,CGK-PGK-CGK,CGK-PGK
PKGNA,MAR,AC738,DOM,CGK-PGK-CGK,PGK-CGK
PKGNC,MAR,AC738,DOM,CGK-PGK-CGK,PGK-CGK
PKGMV,MAR,AC738,DOM,CGK-PGK-CGK,PGK-CGK
PKGMY,MAR,AC738,DOM,CGK-PGK-CGK,PGK-CGK
PKGMC,MAR,AC738,DOM,CGK-PGK-CGK,PGK-CGK
PKGFJ,MAR,AC738,DOM,CGK-PGK-CGK,PGK-CGK
PKGFU,MAR,AC738,DOM,CGK-PGK-CGK,PGK-CGK
PKGFD,MAR,AC738,DOM,CGK-PGK-CGK,PGK-CGK
PKGFQ,MAR,AC738,DOM,CGK-PGK-CGK,PGK-CGK
PKGMM,MAR,AC738,DOM,CGK-PGK-CGK,PGK-CGK
PKGMF,MAR,AC738,DOM,CGK-PGK-CGK,PGK-CGK
PKGNG,MAR,AC738,DOM,CGK-PGK-CGK,PGK-CGK
PKGFP,MAR,AC738,DOM,CGK-PGK-CGK,PGK-CGK
PKGMU,MAR,AC738,DOM,CGK-PGK-CGK,PGK-CGK
PKGFF,MAR,AC738,DOM,CGK-PGK-CGK,PGK-CGK
PKGUD,MAR,AC73G,DOM,CGK-PGK-CGK,PGK-CGK
PKGUC,MAR,AC738,DOM,CGK-PGK-CGK,PGK-CGK
PKGNE,MAR,AC738,DOM,CGK-PGK-CGK,PGK-CGK
PKGFV,MAR,AC738,DOM,CGK-PGK-CGK,PGK-CGK
PKGFM,MAR,AC738,DOM,CGK-PGK-CGK,PGK-CGK
PKGMI,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGFI,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGNA,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGMD,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGMP,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGFS,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGNQ,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGMF,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGMA,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGFF,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGFV,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGMY,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGMX,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGFQ,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGNG,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGFW,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGMM,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGFD,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGFP,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGNN,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGNH,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGFH,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGFM,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGFU,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGFG,MAR,AC738,DOM,CGK-BTJ-CGK,CGK-BTJ
PKGMI,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGFI,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGNA,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGMD,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGMP,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGFS,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGNQ,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGMF,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGMA,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGFF,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGFV,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGMY,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGMX,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGFQ,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGNG,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGFW,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGMM,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGFD,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGFP,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGNN,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGNH,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGFH,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGFM,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGFU,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGFG,MAR,AC738,DOM,CGK-BTJ-CGK,BTJ-CGK
PKGMU,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGFQ,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGFV,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGFU,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGFF,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGFS,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGMX,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGFI,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGFW,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGFJ,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGNN,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGNR,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGFG,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGFX,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGUC,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGMY,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGFP,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGNF,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGMF,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGMA,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGUD,MAR,AC73G,DOM,CGK-PDG-CGK,CGK-PDG
PKGMU,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGFQ,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGFV,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGFU,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGFF,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGFS,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGMX,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGFI,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGFW,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGFJ,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGNN,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGNR,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGFG,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGFX,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGUC,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGMY,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGFP,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGNF,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGMF,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGMA,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGUD,MAR,AC73G,DOM,CGK-PDG-CGK,PDG-CGK
PKGNC,MAR,AC738,DOM,CGK-BTH-CGK,CGK-BTH
PKGMF,MAR,AC738,DOM,CGK-BTH-CGK,CGK-BTH
PKGFD,MAR,AC738,DOM,CGK-BTH-CGK,CGK-BTH
PKGUE,MAR,AC73G,DOM,CGK-BTH-CGK,CGK-BTH
PKGMC,MAR,AC738,DOM,CGK-BTH-CGK,CGK-BTH
PKGMD,MAR,AC738,DOM,CGK-BTH-CGK,CGK-BTH
PKGMM,MAR,AC738,DOM,CGK-BTH-CGK,CGK-BTH
PKGFG,MAR,AC738,DOM,CGK-BTH-CGK,CGK-BTH
PKGFM,MAR,AC738,DOM,CGK-BTH-CGK,CGK-BTH
PKGFU,MAR,AC738,DOM,CGK-BTH-CGK,CGK-BTH
PKGUD,MAR,AC73G,DOM,CGK-BTH-CGK,CGK-BTH
PKGNN,MAR,AC738,DOM,CGK-BTH-CGK,CGK-BTH
PKGFH,MAR,AC738,DOM,CGK-BTH-CGK,CGK-BTH
PKGFQ,MAR,AC738,DOM,CGK-BTH-CGK,CGK-BTH
PKGFI,MAR,AC738,DOM,CGK-BTH-CGK,CGK-BTH
PKGFW,MAR,AC738,DOM,CGK-BTH-CGK,CGK-BTH
PKGMA,MAR,AC738,DOM,CGK-BTH-CGK,CGK-BTH
PKGMP,MAR,AC738,DOM,CGK-BTH-CGK,CGK-BTH
PKGNC,MAR,AC738,DOM,CGK-BTH-CGK,BTH-CGK
PKGMF,MAR,AC738,DOM,CGK-BTH-CGK,BTH-CGK
PKGFD,MAR,AC738,DOM,CGK-BTH-CGK,BTH-CGK
PKGUE,MAR,AC73G,DOM,CGK-BTH-CGK,BTH-CGK
PKGMC,MAR,AC738,DOM,CGK-BTH-CGK,BTH-CGK
PKGMD,MAR,AC738,DOM,CGK-BTH-CGK,BTH-CGK
PKGMM,MAR,AC738,DOM,CGK-BTH-CGK,BTH-CGK
PKGFG,MAR,AC738,DOM,CGK-BTH-CGK,BTH-CGK
PKGFM,MAR,AC738,DOM,CGK-BTH-CGK,BTH-CGK
PKGFU,MAR,AC738,DOM,CGK-BTH-CGK,BTH-CGK
PKGUD,MAR,AC73G,DOM,CGK-BTH-CGK,BTH-CGK
PKGNN,MAR,AC738,DOM,CGK-BTH-CGK,BTH-CGK
PKGFH,MAR,AC738,DOM,CGK-BTH-CGK,BTH-CGK
PKGFQ,MAR,AC738,DOM,CGK-BTH-CGK,BTH-CGK
PKGFI,MAR,AC738,DOM,CGK-BTH-CGK,BTH-CGK
PKGFW,MAR,AC738,DOM,CGK-BTH-CGK,BTH-CGK
PKGMA,MAR,AC738,DOM,CGK-BTH-CGK,BTH-CGK
PKGMP,MAR,AC738,DOM,CGK-BTH-CGK,BTH-CGK
PKGMP,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGUE,MAR,AC73G,DOM,CGK-PDG-CGK,CGK-PDG
PKGMI,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGFD,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGMC,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGNC,MAR,AC738,DOM,CGK-PDG-CGK,CGK-PDG
PKGUE,MAR,AC73G,DOM,CGK-PDG-CGK,PDG-CGK
PKGMC,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGMI,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGMP,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGFM,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGNC,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGFD,MAR,AC738,DOM,CGK-PDG-CGK,PDG-CGK
PKGFV,MAR,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGUC,MAR,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGUD,MAR,AC73G,DOM,CGK-PKU-CGK,CGK-PKU
PKGMA,MAR,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGMI,MAR,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGMF,MAR,AC738,DOM,CGK-PKU-CGK,CGK-PKU
PKGMY,MAR,AC738,DOM,CGK-PKU-CGK,CGK-PKU
